,Requested_artist,Suggested_artist,Match_strength
5204,4734.0,14766.0,0.2
4635,4734.0,14764.0,0.2
883,4734.0,6912.0,0.2
4669,4734.0,17441.0,0.2
5061,4735.0,14666.0,0.5
10052,4735.0,14668.0,0.5
5933,4735.0,14667.0,0.5
2652,4735.0,18145.0,0.5
4321,4735.0,14665.0,0.5
9548,4736.0,13044.0,0.3333333333333333
3514,4736.0,13038.0,0.3333333333333333
6167,4736.0,13040.0,0.3333333333333333
2639,4736.0,16260.0,0.3333333333333333
9664,4736.0,16264.0,0.3333333333333333
9162,4737.0,4759.0,1.0
10060,4737.0,4760.0,1.0
8115,4737.0,1864.0,1.0
4921,4737.0,4749.0,1.0
4211,4737.0,4748.0,1.0
9162,4738.0,4759.0,1.0
4921,4738.0,4749.0,1.0
7779,4738.0,4755.0,1.0
3149,4738.0,4744.0,1.0
9087,4738.0,4758.0,1.0
9162,4739.0,4759.0,1.0
4921,4739.0,4749.0,1.0
7779,4739.0,4755.0,1.0
3149,4739.0,4744.0,1.0
9087,4739.0,4758.0,1.0
9162,4740.0,4759.0,1.0
4921,4740.0,4749.0,1.0
1811,4740.0,4739.0,1.0
9620,4740.0,2960.0,1.0
5939,4740.0,4751.0,1.0
9162,4741.0,4759.0,1.0
4921,4741.0,4749.0,1.0
1811,4741.0,4739.0,1.0
9620,4741.0,2960.0,1.0
5939,4741.0,4751.0,1.0
3149,4742.0,4744.0,0.3333333333333333
5657,4742.0,6138.0,0.3333333333333333
7311,4742.0,4754.0,0.3333333333333333
5939,4742.0,4751.0,0.3333333333333333
4211,4742.0,4748.0,0.3333333333333333
9162,4743.0,4759.0,1.0
1811,4743.0,4739.0,1.0
437,4743.0,4737.0,1.0
10060,4743.0,4760.0,1.0
6558,4743.0,4752.0,1.0
9162,4744.0,4759.0,1.0
10060,4744.0,4760.0,1.0
2273,4744.0,4740.0,1.0
4211,4744.0,4748.0,1.0
1503,4744.0,4738.0,1.0
4991,4745.0,12948.0,0.5
9162,4745.0,4759.0,0.5
8764,4745.0,700.0,0.5
3061,4745.0,4743.0,0.5
6558,4745.0,4752.0,0.5
7311,4746.0,4754.0,0.5
5640,4746.0,18307.0,0.5
9162,4746.0,4759.0,0.5
8115,4746.0,1864.0,0.5
10060,4746.0,4760.0,0.5
8115,4747.0,1864.0,0.25
4921,4747.0,4749.0,0.25
10177,4747.0,12032.0,0.25
9783,4747.0,12031.0,0.25
3150,4747.0,4744.0,0.25
6752,4748.0,4753.0,1.0
7779,4748.0,4755.0,1.0
8115,4748.0,1864.0,1.0
6558,4748.0,4752.0,1.0
4921,4748.0,4749.0,1.0
9162,4749.0,4759.0,1.0
2273,4749.0,4740.0,1.0
6752,4749.0,4753.0,1.0
9620,4749.0,2960.0,1.0
4212,4749.0,4748.0,1.0
3426,4750.0,9400.0,0.4
3193,4750.0,4745.0,0.4
6896,4750.0,8244.0,0.3333333333333333
1251,4750.0,11217.0,0.3333333333333333
2453,4750.0,9187.0,0.2857142857142857
4922,4751.0,4749.0,1.0
7311,4751.0,4754.0,1.0
6558,4751.0,4752.0,1.0
10060,4751.0,4760.0,1.0
437,4751.0,4737.0,1.0
9162,4752.0,4759.0,1.0
1811,4752.0,4739.0,1.0
8115,4752.0,1864.0,1.0
437,4752.0,4737.0,1.0
4922,4752.0,4749.0,1.0
9162,4753.0,4759.0,1.0
9620,4753.0,2960.0,1.0
4212,4753.0,4748.0,1.0
7779,4753.0,4755.0,1.0
8115,4753.0,1864.0,1.0
9162,4754.0,4759.0,1.0
8764,4754.0,700.0,1.0
8115,4754.0,1864.0,1.0
4922,4754.0,4749.0,1.0
4212,4754.0,4748.0,1.0
9162,4755.0,4759.0,1.0
4922,4755.0,4749.0,1.0
4212,4755.0,4748.0,1.0
8115,4755.0,1864.0,1.0
3150,4755.0,4744.0,1.0
5939,4756.0,4751.0,0.3333333333333333
6558,4756.0,4752.0,0.3333333333333333
4921,4756.0,4749.0,0.3333333333333333
4749,4756.0,9079.0,0.3333333333333333
4211,4756.0,4748.0,0.3333333333333333
9162,4757.0,4759.0,1.0
9620,4757.0,2960.0,1.0
4212,4757.0,4748.0,1.0
7780,4757.0,4755.0,1.0
8116,4757.0,1864.0,1.0
9162,4758.0,4759.0,1.0
6753,4758.0,4753.0,1.0
1811,4758.0,4739.0,1.0
7780,4758.0,4755.0,1.0
5940,4758.0,4751.0,1.0
8690,4759.0,4757.0,1.0
7780,4759.0,4755.0,1.0
8116,4759.0,1864.0,1.0
4922,4759.0,4749.0,1.0
5940,4759.0,4751.0,1.0
7312,4760.0,4754.0,1.0
1811,4760.0,4739.0,1.0
437,4760.0,4737.0,1.0
4922,4760.0,4749.0,1.0
1503,4760.0,4738.0,1.0
1554,4762.0,966.0,0.023809523809523808
277,4762.0,488.0,0.018867924528301886
314,4762.0,540.0,0.015151515151515152
264,4762.0,412.0,0.013157894736842105
48,4762.0,257.0,0.008620689655172414
3821,4763.0,17903.0,1.0
8514,4763.0,17907.0,1.0
2944,4763.0,1171.0,1.0
3569,4763.0,15551.0,1.0
3718,4763.0,17902.0,1.0
9293,4765.0,4766.0,0.5
6879,4765.0,338.0,0.3333333333333333
828,4765.0,644.0,0.14285714285714285
115,4765.0,2020.0,0.1111111111111111
150,4765.0,543.0,0.08333333333333333
6879,4766.0,338.0,0.5
6954,4766.0,4765.0,0.5
828,4766.0,644.0,0.16666666666666666
640,4766.0,332.0,0.0625
115,4766.0,2020.0,0.05555555555555555
7666,4767.0,15185.0,1.0
7667,4767.0,1683.0,1.0
6244,4767.0,4879.0,1.0
5215,4767.0,15184.0,1.0
3693,4767.0,15183.0,1.0
5676,4770.0,8019.0,1.0
7378,4770.0,8021.0,1.0
1006,4770.0,8017.0,1.0
2918,4770.0,8018.0,1.0
6939,4770.0,3557.0,1.0
9725,4772.0,4776.0,1.0
6247,4772.0,4775.0,1.0
4757,4772.0,4773.0,0.25
4604,4772.0,4774.0,0.2
3281,4772.0,1184.0,0.16666666666666666
3321,4773.0,16889.0,0.25
8137,4773.0,17287.0,0.25
8250,4773.0,18310.0,0.25
9725,4773.0,4776.0,0.25
7762,4773.0,18309.0,0.25
1173,4774.0,1868.0,0.2727272727272727
5036,4774.0,2617.0,0.2222222222222222
3282,4774.0,1184.0,0.2222222222222222
2093,4774.0,6838.0,0.2
9505,4774.0,17636.0,0.2
9725,4775.0,4776.0,1.0
3084,4775.0,4772.0,1.0
4758,4775.0,4773.0,0.25
4605,4775.0,4774.0,0.2
3282,4775.0,1184.0,0.16666666666666666
3084,4776.0,4772.0,1.0
6248,4776.0,4775.0,1.0
4758,4776.0,4773.0,0.25
4605,4776.0,4774.0,0.2
3282,4776.0,1184.0,0.16666666666666666
9663,4778.0,4783.0,1.0
4661,4778.0,4780.0,1.0
8906,4778.0,4782.0,1.0
3188,4778.0,2642.0,0.5
7,4778.0,4781.0,0.3333333333333333
9021,4779.0,9124.0,0.2
4033,4779.0,8657.0,0.2
8433,4779.0,10551.0,0.2
9663,4779.0,4783.0,0.2
5279,4779.0,9118.0,0.2
9663,4780.0,4783.0,1.0
1047,4780.0,4778.0,1.0
8906,4780.0,4782.0,1.0
3189,4780.0,2642.0,0.5
7,4780.0,4781.0,0.3333333333333333
1046,4781.0,4778.0,0.3333333333333333
4661,4781.0,4780.0,0.3333333333333333
3678,4781.0,18206.0,0.3333333333333333
8936,4781.0,15217.0,0.3333333333333333
7034,4781.0,15216.0,0.3333333333333333
4662,4782.0,4780.0,1.0
1047,4782.0,4778.0,1.0
9663,4782.0,4783.0,1.0
3189,4782.0,2642.0,0.5
7,4782.0,4781.0,0.3333333333333333
4662,4783.0,4780.0,1.0
1047,4783.0,4778.0,1.0
8907,4783.0,4782.0,1.0
3189,4783.0,2642.0,0.5
7,4783.0,4781.0,0.3333333333333333
2117,4784.0,3481.0,0.4
1169,4784.0,2375.0,0.25
5866,4784.0,14953.0,0.2
8906,4784.0,4782.0,0.2
4662,4784.0,4780.0,0.2
1326,4785.0,8545.0,0.5
1679,4785.0,8547.0,0.5
3695,4785.0,8551.0,0.5
1127,4785.0,8543.0,0.5
7522,4785.0,8561.0,0.5
2114,4787.0,3788.0,0.3
4398,4787.0,6569.0,0.25
2685,4787.0,6522.0,0.25
8058,4787.0,8691.0,0.25
9764,4787.0,8692.0,0.25
4396,4790.0,7797.0,0.5
97,4790.0,5297.0,0.4
9622,4790.0,7799.0,0.3333333333333333
1294,4790.0,11424.0,0.3333333333333333
8943,4790.0,7798.0,0.3333333333333333
9563,4791.0,10124.0,0.5
6448,4791.0,4799.0,0.5
6092,4791.0,4798.0,0.5
4790,4791.0,4794.0,0.5
5761,4791.0,4796.0,0.5
5102,4792.0,4795.0,1.0
5761,4792.0,4796.0,1.0
6448,4792.0,4799.0,1.0
6092,4792.0,4798.0,1.0
4790,4792.0,4794.0,1.0
928,4793.0,8710.0,0.3333333333333333
1068,4793.0,8707.0,0.25
4235,4793.0,4452.0,0.2
4018,4793.0,8708.0,0.2
1382,4793.0,2899.0,0.18181818181818182
6448,4794.0,4799.0,1.0
5102,4794.0,4795.0,1.0
5760,4794.0,4209.0,1.0
5761,4794.0,4796.0,1.0
3421,4794.0,4792.0,1.0
6448,4795.0,4799.0,1.0
5760,4795.0,4209.0,1.0
5761,4795.0,4796.0,1.0
3421,4795.0,4792.0,1.0
4791,4795.0,4794.0,1.0
6448,4796.0,4799.0,1.0
4791,4796.0,4794.0,1.0
5103,4796.0,4795.0,1.0
5761,4796.0,4209.0,1.0
6092,4796.0,4798.0,1.0
3954,4797.0,5635.0,0.5
8749,4797.0,5642.0,0.5
6092,4797.0,4798.0,0.5
3661,4797.0,5633.0,0.5
7925,4797.0,5641.0,0.5
6448,4798.0,4799.0,1.0
5103,4798.0,4795.0,1.0
5761,4798.0,4209.0,1.0
5762,4798.0,4796.0,1.0
3421,4798.0,4792.0,1.0
5103,4799.0,4795.0,1.0
5761,4799.0,4209.0,1.0
5762,4799.0,4796.0,1.0
3421,4799.0,4792.0,1.0
4791,4799.0,4794.0,1.0
1457,4800.0,4791.0,0.4
95,4800.0,3746.0,0.3333333333333333
1069,4800.0,5639.0,0.2857142857142857
9563,4800.0,10124.0,0.2
5760,4800.0,4209.0,0.2
5761,4801.0,4209.0,0.5
6449,4801.0,4799.0,0.5
6093,4801.0,4798.0,0.5
8683,4801.0,13938.0,0.5
5762,4801.0,4796.0,0.5
6806,4802.0,14267.0,0.25
2019,4802.0,14049.0,0.25
6092,4802.0,4798.0,0.25
4162,4802.0,15135.0,0.25
6727,4802.0,15136.0,0.25
4027,4803.0,10769.0,1.0
8549,4803.0,10774.0,1.0
7700,4803.0,6264.0,1.0
9542,4803.0,10775.0,1.0
9810,4803.0,10776.0,1.0
1878,4805.0,17320.0,0.3333333333333333
4659,4805.0,9932.0,0.3333333333333333
7190,4805.0,7333.0,0.3333333333333333
10128,4805.0,13016.0,0.3333333333333333
6164,4805.0,3650.0,0.3333333333333333
3669,4807.0,5014.0,0.5
7094,4807.0,7117.0,0.5
8746,4807.0,10444.0,0.5
6454,4807.0,10442.0,0.5
3650,4807.0,12934.0,0.5
623,4810.0,15218.0,0.16666666666666666
9516,4810.0,8141.0,0.16666666666666666
8931,4810.0,16207.0,0.16666666666666666
9886,4810.0,8142.0,0.16666666666666666
8761,4810.0,10943.0,0.16666666666666666
3546,4811.0,1452.0,0.3333333333333333
10013,4811.0,13741.0,0.25
10130,4811.0,4812.0,0.25
9015,4811.0,14554.0,0.25
8508,4811.0,13740.0,0.25
641,4812.0,4811.0,0.25
1963,4812.0,2546.0,0.2
3740,4812.0,4810.0,0.16666666666666666
3496,4812.0,346.0,0.14285714285714285
904,4812.0,3081.0,0.1111111111111111
1067,4814.0,1042.0,0.15384615384615385
4341,4814.0,7868.0,0.14285714285714285
1454,4814.0,914.0,0.125
1688,4814.0,5149.0,0.11764705882352941
2278,4814.0,317.0,0.11538461538461539
8839,4815.0,15397.0,1.0
9958,4815.0,15399.0,1.0
10038,4815.0,15400.0,1.0
6332,4815.0,15395.0,1.0
8796,4815.0,15396.0,1.0
4484,4817.0,7846.0,0.42857142857142855
4442,4817.0,9183.0,0.3333333333333333
9436,4817.0,1440.0,0.25
3405,4817.0,18452.0,0.2
5394,4817.0,18453.0,0.2
3026,4818.0,4716.0,0.375
4631,4818.0,3743.0,0.3333333333333333
4611,4818.0,16039.0,0.3333333333333333
5790,4818.0,2858.0,0.3333333333333333
5705,4818.0,8504.0,0.3333333333333333
5304,4819.0,14452.0,0.5
8617,4819.0,9528.0,0.5
6707,4819.0,4063.0,0.5
8978,4819.0,6777.0,0.5
7409,4819.0,14453.0,0.5
8380,4820.0,4835.0,1.0
5367,4820.0,4829.0,1.0
4312,4820.0,4827.0,1.0
9039,4820.0,4836.0,1.0
4786,4820.0,4832.0,0.5
291,4821.0,383.0,0.1951219512195122
1016,4821.0,1645.0,0.1724137931034483
1437,4821.0,4194.0,0.16666666666666666
3035,4821.0,4830.0,0.13636363636363635
3688,4821.0,4826.0,0.13636363636363635
3688,4822.0,4826.0,0.5
1328,4822.0,6553.0,0.3333333333333333
4551,4822.0,4216.0,0.3333333333333333
335,4822.0,4820.0,0.3333333333333333
5367,4822.0,4829.0,0.3333333333333333
4786,4823.0,4832.0,0.3333333333333333
2893,4823.0,4834.0,0.3333333333333333
350,4823.0,4822.0,0.2857142857142857
1017,4823.0,1645.0,0.2
8380,4823.0,4835.0,0.16666666666666666
3688,4824.0,4826.0,0.6666666666666666
4312,4824.0,4827.0,0.5
5534,4824.0,15499.0,0.5
5325,4824.0,15498.0,0.5
3571,4824.0,15495.0,0.5
5367,4825.0,4829.0,0.5
4312,4825.0,4827.0,0.5
9039,4825.0,4836.0,0.5
9563,4825.0,10124.0,0.5
9773,4825.0,12092.0,0.5
3166,4826.0,4824.0,0.6666666666666666
5583,4826.0,6554.0,0.6666666666666666
350,4826.0,4822.0,0.5
8380,4826.0,4835.0,0.3333333333333333
9039,4826.0,4836.0,0.3333333333333333
335,4827.0,4820.0,1.0
9039,4827.0,4836.0,1.0
5367,4827.0,4829.0,1.0
8380,4827.0,4835.0,1.0
4786,4827.0,4832.0,0.5
58,4828.0,5630.0,0.21052631578947367
1100,4828.0,1045.0,0.20512820512820512
5829,4828.0,4831.0,0.2
344,4828.0,6120.0,0.19047619047619047
2893,4828.0,4834.0,0.17647058823529413
335,4829.0,4820.0,1.0
8380,4829.0,4835.0,1.0
4313,4829.0,4827.0,1.0
9039,4829.0,4836.0,1.0
4787,4829.0,4832.0,0.5
2140,4830.0,4375.0,0.5
4032,4830.0,4833.0,0.5
8380,4830.0,4835.0,0.3333333333333333
4312,4830.0,4827.0,0.3333333333333333
4448,4830.0,5125.0,0.3333333333333333
3420,4831.0,4825.0,0.5
2310,4831.0,12789.0,0.25
335,4831.0,4820.0,0.25
2598,4831.0,12790.0,0.25
8380,4831.0,4835.0,0.25
5772,4832.0,6794.0,0.5
4313,4832.0,4827.0,0.5
5367,4832.0,4829.0,0.5
335,4832.0,4820.0,0.5
9129,4832.0,6795.0,0.5
3036,4833.0,4830.0,0.5
493,4833.0,4208.0,0.5
3954,4833.0,5635.0,0.3333333333333333
3661,4833.0,5633.0,0.3333333333333333
9466,4833.0,5643.0,0.3333333333333333
1606,4834.0,4823.0,0.3333333333333333
3419,4834.0,4825.0,0.3333333333333333
350,4834.0,4822.0,0.2857142857142857
1069,4834.0,5639.0,0.25
5829,4834.0,4831.0,0.25
335,4835.0,4820.0,1.0
5368,4835.0,4829.0,1.0
4313,4835.0,4827.0,1.0
9039,4835.0,4836.0,1.0
4787,4835.0,4832.0,0.5
335,4836.0,4820.0,1.0
4313,4836.0,4827.0,1.0
8381,4836.0,4835.0,1.0
5368,4836.0,4829.0,1.0
3863,4836.0,4434.0,0.5
2893,4837.0,4834.0,0.2222222222222222
8380,4837.0,4835.0,0.2
2686,4837.0,15428.0,0.2
7623,4837.0,16758.0,0.2
5747,4837.0,15431.0,0.2
8926,4845.0,13566.0,1.0
6948,4845.0,4468.0,0.5
8216,4845.0,4848.0,0.5
2894,4845.0,4834.0,0.16666666666666666
344,4845.0,6120.0,0.09090909090909091
7231,4846.0,10712.0,1.0
8801,4846.0,10713.0,1.0
5502,4846.0,6122.0,1.0
1606,4846.0,4823.0,0.16666666666666666
2894,4846.0,4834.0,0.16666666666666666
5947,4847.0,7330.0,1.0
4552,4847.0,4216.0,1.0
350,4847.0,4822.0,0.3333333333333333
1594,4847.0,4211.0,0.3333333333333333
2073,4847.0,7331.0,0.3333333333333333
8926,4848.0,13566.0,0.5
7913,4848.0,4845.0,0.5
6948,4848.0,4468.0,0.3333333333333333
2894,4848.0,4834.0,0.14285714285714285
344,4848.0,6120.0,0.08333333333333333
7407,4850.0,8732.0,0.25
5595,4850.0,6793.0,0.25
4989,4850.0,2987.0,0.18181818181818182
523,4850.0,1046.0,0.15789473684210525
1282,4850.0,1681.0,0.15789473684210525
7461,4852.0,4859.0,0.5
4865,4852.0,4856.0,0.5
6577,4852.0,12362.0,0.5
2587,4852.0,4854.0,0.5
4543,4852.0,4855.0,0.5
6537,4853.0,18713.0,0.5
9827,4853.0,18720.0,0.5
10001,4853.0,8232.0,0.5
5764,4853.0,18710.0,0.5
4506,4853.0,18708.0,0.5
4865,4854.0,4856.0,1.0
3713,4854.0,2167.0,1.0
7490,4854.0,4860.0,1.0
4543,4854.0,4855.0,1.0
5635,4854.0,4858.0,1.0
7461,4855.0,4859.0,1.0
7490,4855.0,4860.0,1.0
2588,4855.0,4854.0,1.0
5635,4855.0,4858.0,1.0
4865,4855.0,4856.0,1.0
4544,4856.0,4855.0,1.0
5635,4856.0,4858.0,1.0
5186,4856.0,4857.0,1.0
7490,4856.0,4860.0,1.0
3714,4856.0,2167.0,1.0
4866,4857.0,4856.0,1.0
7461,4857.0,4859.0,1.0
5635,4857.0,4858.0,1.0
7490,4857.0,4860.0,1.0
3714,4857.0,2167.0,1.0
4866,4858.0,4856.0,1.0
7490,4858.0,4860.0,1.0
4544,4858.0,4855.0,1.0
2588,4858.0,4854.0,1.0
7461,4858.0,4859.0,1.0
4866,4859.0,4856.0,1.0
5636,4859.0,4858.0,1.0
7490,4859.0,4860.0,1.0
3714,4859.0,2167.0,1.0
4544,4859.0,4855.0,1.0
7462,4860.0,4859.0,1.0
5187,4860.0,4857.0,1.0
2588,4860.0,4854.0,1.0
4866,4860.0,4856.0,1.0
4544,4860.0,4855.0,1.0
4135,4865.0,13650.0,0.5
2304,4865.0,2671.0,0.3
5617,4865.0,7493.0,0.2857142857142857
2434,4865.0,2670.0,0.2857142857142857
8932,4865.0,13649.0,0.25
10069,4866.0,12661.0,1.0
8739,4866.0,12660.0,1.0
8367,4866.0,12659.0,1.0
6042,4866.0,12657.0,1.0
7186,4866.0,1920.0,1.0
10281,4869.0,14574.0,1.0
9044,4869.0,14572.0,1.0
9045,4869.0,3182.0,1.0
5988,4869.0,14568.0,1.0
5669,4869.0,14567.0,1.0
5444,4871.0,37.0,0.75
1033,4871.0,41.0,0.5
3463,4871.0,4318.0,0.5
378,4871.0,1332.0,0.4
1550,4871.0,49.0,0.4
7671,4872.0,1328.0,1.0
10247,4872.0,1321.0,1.0
8233,4872.0,4312.0,1.0
8438,4872.0,44.0,1.0
3463,4872.0,4318.0,0.5
9080,4873.0,6881.0,1.0
9077,4873.0,6237.0,1.0
6489,4873.0,6879.0,1.0
4956,4873.0,6877.0,1.0
2611,4873.0,4877.0,1.0
9433,4874.0,11189.0,0.5
7541,4874.0,9571.0,0.5
9794,4874.0,11190.0,0.5
6254,4874.0,11188.0,0.5
5784,4874.0,14285.0,0.5
4503,4875.0,16904.0,0.5
7636,4875.0,16909.0,0.5
1972,4875.0,12505.0,0.5
6501,4875.0,2686.0,0.5
9662,4875.0,12513.0,0.5
4183,4876.0,1277.0,0.8
2390,4876.0,11186.0,0.5
6495,4876.0,43.0,0.5
907,4876.0,10.0,0.5
4955,4876.0,13.0,0.5
3168,4877.0,6874.0,1.0
2168,4877.0,6871.0,1.0
6489,4877.0,6879.0,1.0
3917,4877.0,4873.0,1.0
9077,4877.0,6237.0,1.0
7666,4879.0,1683.0,1.0
5215,4879.0,15184.0,1.0
7665,4879.0,15185.0,1.0
8446,4879.0,4767.0,1.0
8003,4879.0,10317.0,1.0
4514,4880.0,6697.0,0.5
3972,4880.0,3966.0,0.3333333333333333
6458,4880.0,7734.0,0.25
2085,4880.0,2515.0,0.25
5936,4880.0,9027.0,0.25
8104,4883.0,1595.0,0.5
851,4883.0,6373.0,0.5
7784,4883.0,6377.0,0.5
5296,4883.0,5186.0,0.3333333333333333
6524,4883.0,6378.0,0.3333333333333333
2583,4887.0,3056.0,0.4
6531,4887.0,18380.0,0.25
4837,4887.0,7130.0,0.25
9638,4887.0,18382.0,0.25
6958,4887.0,4890.0,0.25
1276,4888.0,4893.0,0.3333333333333333
9896,4888.0,8622.0,0.3333333333333333
3278,4888.0,8611.0,0.3333333333333333
8529,4888.0,8617.0,0.3333333333333333
6958,4888.0,4890.0,0.3333333333333333
9095,4889.0,8486.0,0.3333333333333333
5964,4889.0,14689.0,0.3333333333333333
7514,4889.0,8484.0,0.3333333333333333
821,4889.0,14685.0,0.3333333333333333
6017,4889.0,8481.0,0.3333333333333333
7453,4890.0,4244.0,0.5
8217,4890.0,1784.0,0.5
3002,4890.0,4891.0,0.5
3849,4890.0,3828.0,0.5
4938,4890.0,4888.0,0.3333333333333333
6178,4891.0,8304.0,0.5
6039,4891.0,8303.0,0.5
6958,4891.0,4890.0,0.5
8810,4891.0,8305.0,0.5
8217,4891.0,1784.0,0.3333333333333333
2532,4893.0,8608.0,1.0
8529,4893.0,8617.0,1.0
6218,4893.0,8613.0,1.0
792,4893.0,8607.0,1.0
9287,4893.0,8619.0,1.0
5264,4895.0,13857.0,1.0
7315,4895.0,16189.0,1.0
4394,4895.0,14624.0,1.0
4472,4895.0,16185.0,1.0
3940,4895.0,5970.0,1.0
3527,4896.0,7637.0,0.5
9338,4896.0,8999.0,0.5
6890,4896.0,8790.0,0.5
7390,4896.0,1865.0,0.3333333333333333
444,4896.0,758.0,0.2222222222222222
5578,4898.0,5964.0,0.5
3605,4898.0,6013.0,0.5
2449,4898.0,6011.0,0.5
2093,4898.0,6838.0,0.5
2095,4898.0,6010.0,0.5
8432,4905.0,17448.0,0.5
9146,4905.0,17449.0,0.5
10047,4905.0,2665.0,0.5
3094,4905.0,17439.0,0.5
6010,4905.0,17444.0,0.5
4237,4911.0,14125.0,1.0
2295,4911.0,14124.0,1.0
9717,4911.0,14126.0,1.0
6665,4911.0,2459.0,1.0
4838,4911.0,7130.0,1.0
5315,4912.0,9364.0,0.3333333333333333
5898,4912.0,3067.0,0.3333333333333333
1728,4912.0,8854.0,0.3333333333333333
4287,4912.0,5610.0,0.3333333333333333
9112,4912.0,9366.0,0.3333333333333333
660,4917.0,2446.0,0.3333333333333333
7244,4917.0,8284.0,0.25
8033,4917.0,8957.0,0.25
6301,4917.0,7241.0,0.25
3931,4917.0,8954.0,0.25
7790,4918.0,2465.0,0.3333333333333333
3753,4918.0,9399.0,0.3333333333333333
9389,4918.0,9403.0,0.3333333333333333
1729,4918.0,5662.0,0.3333333333333333
3883,4918.0,11281.0,0.3333333333333333
7850,4920.0,7161.0,0.5
9761,4920.0,7163.0,0.5
3947,4920.0,7158.0,0.5
9298,4920.0,7162.0,0.5
4495,4920.0,4927.0,0.3333333333333333
7850,4922.0,7161.0,0.5
9761,4922.0,7163.0,0.5
9298,4922.0,7162.0,0.5
3947,4922.0,7158.0,0.5
4495,4922.0,4927.0,0.3333333333333333
1698,4923.0,912.0,0.4444444444444444
660,4923.0,2446.0,0.25
192,4923.0,2478.0,0.18181818181818182
7147,4923.0,16251.0,0.14285714285714285
6817,4923.0,10057.0,0.14285714285714285
3948,4927.0,7158.0,0.5
8692,4927.0,9402.0,0.5
9298,4927.0,7162.0,0.5
8467,4927.0,8361.0,0.5
7850,4927.0,7161.0,0.5
6127,4928.0,6078.0,0.3333333333333333
6973,4928.0,13369.0,0.3333333333333333
866,4928.0,13365.0,0.3333333333333333
8974,4928.0,15596.0,0.3333333333333333
7895,4928.0,6080.0,0.3333333333333333
2558,4931.0,17981.0,1.0
3821,4931.0,18327.0,1.0
7010,4931.0,18328.0,1.0
4488,4931.0,12452.0,1.0
4276,4931.0,2331.0,1.0
7964,4932.0,11338.0,1.0
6109,4932.0,11337.0,1.0
211,4932.0,4348.0,1.0
4880,4932.0,11336.0,1.0
9548,4932.0,11339.0,0.5
6305,4933.0,4938.0,1.0
7926,4933.0,4943.0,1.0
6707,4933.0,4939.0,1.0
6855,4933.0,4940.0,1.0
2934,4933.0,4935.0,1.0
4170,4934.0,5065.0,0.3333333333333333
5664,4934.0,5064.0,0.25
7653,4934.0,17943.0,0.25
8779,4934.0,17944.0,0.25
5410,4934.0,17940.0,0.25
6855,4935.0,4940.0,1.0
7926,4935.0,4943.0,1.0
6305,4935.0,4938.0,1.0
6707,4935.0,4939.0,1.0
1182,4935.0,4933.0,1.0
4146,4936.0,4503.0,0.5
3839,4936.0,2203.0,0.4
3964,4936.0,1557.0,0.4
827,4936.0,14789.0,0.3333333333333333
6707,4936.0,4939.0,0.3333333333333333
8867,4937.0,18541.0,0.5
1917,4937.0,18531.0,0.5
8632,4937.0,18540.0,0.5
4532,4937.0,18534.0,0.5
4002,4937.0,18533.0,0.5
2935,4938.0,4935.0,1.0
1182,4938.0,4933.0,1.0
7926,4938.0,4943.0,1.0
6707,4938.0,4939.0,1.0
6855,4938.0,4940.0,1.0
2935,4939.0,4935.0,1.0
7926,4939.0,4943.0,1.0
6855,4939.0,4940.0,1.0
1182,4939.0,4933.0,1.0
6306,4939.0,4938.0,1.0
2935,4940.0,4935.0,1.0
7926,4940.0,4943.0,1.0
6306,4940.0,4938.0,1.0
1182,4940.0,4933.0,1.0
6708,4940.0,4939.0,1.0
7926,4941.0,4943.0,0.25
8086,4941.0,9229.0,0.25
6855,4941.0,4940.0,0.25
6305,4941.0,4938.0,0.25
3270,4941.0,9228.0,0.25
6742,4942.0,4944.0,0.6666666666666666
6708,4942.0,4939.0,0.5
6856,4942.0,4940.0,0.5
2935,4942.0,4935.0,0.5
1182,4942.0,4933.0,0.5
6306,4943.0,4938.0,1.0
6708,4943.0,4939.0,1.0
1182,4943.0,4933.0,1.0
6856,4943.0,4940.0,1.0
2935,4943.0,4935.0,1.0
7516,4944.0,4942.0,0.6666666666666666
287,4944.0,1552.0,0.3333333333333333
6855,4944.0,4940.0,0.3333333333333333
5921,4944.0,15045.0,0.3333333333333333
4754,4944.0,15044.0,0.3333333333333333
5251,4947.0,16001.0,0.5
6986,4947.0,16003.0,0.5
5922,4947.0,16002.0,0.5
9183,4947.0,4233.0,0.3333333333333333
8327,4947.0,9963.0,0.3333333333333333
277,4948.0,8277.0,0.5
5415,4948.0,10644.0,0.3333333333333333
5579,4948.0,14790.0,0.3333333333333333
10241,4948.0,15046.0,0.3333333333333333
9525,4948.0,10646.0,0.3333333333333333
6005,4949.0,4954.0,1.0
7816,4949.0,4957.0,1.0
5818,4949.0,4952.0,1.0
5446,4949.0,4951.0,1.0
8101,4949.0,4958.0,1.0
6005,4950.0,4954.0,1.0
9633,4950.0,4961.0,1.0
6033,4950.0,4955.0,1.0
5916,4950.0,4953.0,1.0
5446,4950.0,4951.0,1.0
6033,4951.0,4955.0,1.0
5818,4951.0,4952.0,1.0
4409,4951.0,4949.0,1.0
7816,4951.0,4957.0,1.0
9223,4951.0,4960.0,1.0
6005,4952.0,4954.0,1.0
9223,4952.0,4960.0,1.0
6033,4952.0,4955.0,1.0
5916,4952.0,4953.0,1.0
5115,4952.0,4950.0,1.0
6005,4953.0,4954.0,1.0
